Start date,Start time,End date,End time,Start location,Start coordinates,End location,End coordinates,Duration (HH:MM),Distance(km),Efficiency(L/100km),Average speed(km/h),PHEV Fuel efficiency(L/100km),EV Distance(km)
"03/12/2022","09:10","03/12/2022","09:27","Marriott Blvd 27,3975 Melbourne,Australia","-38.0771125,145.25106916666667","Pebble Ave 21,3975 Melbourne,Australia","-38.07720638888889,145.25534222222223","00:17","13.3","3.7","49.0","3.7","8.9"
"02/12/2022","16:48","02/12/2022","16:54","Thompsons Rd 1050,3977 Melbourne,Australia","-38.08016972222222,145.25650277777777","Pebble Ave 21,3975 Melbourne,Australia","-38.07720305555556,145.2553661111111","00:06","2.7","0.6","27.0","0.6","2.6"
"02/12/2022","16:39","02/12/2022","16:44","Pepperbush Cirt 38,3977 Melbourne,Australia","-38.087181111111114,145.27960944444445","Thompsons Rd 1050,3977 Melbourne,Australia","-38.08017805555556,145.25650583333334","00:05","2.4","8.8","31.0","8.8","0.8"
"02/12/2022","16:24","02/12/2022","16:34","Pebble Ave 19,3975 Melbourne,Australia","-38.07714555555555,145.25527861111112","Lesdon Ave 2,3977 Melbourne,Australia","-38.08721388888889,145.2795947222222","00:10","3.3","7.0","22.0","7.0","2.2"
"29/11/2022","13:33","29/11/2022","14:31","Arrival Dr 50,3045 Melbourne,Australia","-37.6706075,144.8503161111111","Pebble Ave 21,3975 Melbourne,Australia","-38.077214444444444,145.2553888888889","00:58","69.7","7.4","76.0","7.4","6.1"
"29/11/2022","11:18","29/11/2022","12:17","Pebble Ave 21,3975 Melbourne,Australia","-38.07720888888889,145.25538916666667","Arrival Dr 51,3045 Melbourne,Australia","-37.670228333333334,144.8499625","00:59","70.7","3.6","76.0","3.6","41.5"
"28/11/2022","19:02","28/11/2022","19:06","Brookwater Pde 19,3975 Melbourne,Australia","-38.0777175,145.24923944444444","Pebble Ave 21,3975 Melbourne,Australia","-38.07720138888889,145.25537888888888","00:04","1.0","0.0","17.0","0.0","1.0"
"27/11/2022","17:14","27/11/2022","17:25","Thompsons Rd 1000,3977 Melbourne,Australia","-38.07814833333333,145.24997833333333","Pebble Ave 21,3975 Melbourne,Australia","-38.077199722222225,145.25540083333334","00:11","6.0","2.5","39.0","2.5","5.1"
"26/11/2022","17:58","26/11/2022","18:14","Sandarra Blvd 43,3977 Melbourne,Australia","-38.08368055555555,145.19597444444443","Pebble Ave 21,3975 Melbourne,Australia","-38.07718972222222,145.25534083333332","00:16","9.6","3.2","39.0","3.2","7.7"
"26/11/2022","17:39","26/11/2022","17:48","Brookwater Pde 19,3975 Melbourne,Australia","-38.07774388888889,145.2491188888889","Sandarra Blvd 43,3977 Melbourne,Australia","-38.08367111111111,145.1960013888889","00:09","5.9","2.6","41.0","2.6","5.0"
"25/11/2022","20:26","25/11/2022","20:43","Overton Rd 20,3199 Melbourne,Australia","-38.12907916666666,145.1276761111111","Pebble Ave 19,3975 Melbourne,Australia","-38.0771925,145.2554175","00:17","14.6","3.6","55.0","3.6","9.8"
"25/11/2022","19:59","25/11/2022","20:23","Pebble Ave 21,3975 Melbourne,Australia","-38.07718555555556,145.25536416666668","Overton Rd 20,3199 Melbourne,Australia","-38.1290825,145.12767861111112","00:24","18.8","2.3","50.0","2.3","14.3"
"24/11/2022","19:02","24/11/2022","19:14","Wedge Rd 33,3201 Melbourne,Australia","-38.08607583333333,145.18661916666667","Pebble Ave 21,3975 Melbourne,Australia","-38.07719916666667,145.25538444444445","00:12","7.8","2.4","42.0","2.4","6.1"
"24/11/2022","17:32","24/11/2022","17:43","Pebble Ave 19,3975 Melbourne,Australia","-38.07717638888889,145.25540833333332","Wedge Rd 33,3201 Melbourne,Australia","-38.086063055555556,145.18661","00:11","7.8","5.1","44.0","5.1","3.1"
"24/11/2022","15:37","24/11/2022","15:58","Riverend Rd 65,3175 Melbourne,Australia","-38.050247222222225,145.14863083333333","Pebble Ave 19,3975 Melbourne,Australia","-38.07717916666667,145.25540527777778","00:21","13.8","2.2","43.0","2.2","11.0"
"24/11/2022","14:41","24/11/2022","15:02","Pebble Ave 20,3975 Melbourne,Australia","-38.077193333333334,145.25552861111112","Riverend Rd 65,3175 Melbourne,Australia","-38.050219444444444,145.14863555555556","00:21","14.3","3.4","43.0","3.4","9.0"
"24/11/2022","08:19","24/11/2022","08:36","Riverend Rd 65,3175 Melbourne,Australia","-38.0503325,145.14903333333334","Pebble Ave 19,3975 Melbourne,Australia","-38.077194722222224,145.2554188888889","00:17","13.7","5.2","49.0","5.2","7.2"
"24/11/2022","07:48","24/11/2022","08:12","Pebble Ave 21,3975 Melbourne,Australia","-38.077177222222225,145.255515","Riverend Rd 65,3175 Melbourne,Australia","-38.050285833333334,145.14903055555556","00:24","16.5","1.1","42.0","1.1","15.1"
"21/11/2022","19:12","21/11/2022","19:37","Centre Rd 1473,3168 Melbourne,Australia","-37.92970416666667,145.12910638888889","Pebble Ave 21,3975 Melbourne,Australia","-38.07719888888889,145.2553613888889","00:25","24.2","4.3","62.0","4.3","13.4"
"21/11/2022","17:42","21/11/2022","18:10","Pebble Ave 21,3975 Melbourne,Australia","-38.07717888888889,145.25545555555556","Centre Rd 1473,3168 Melbourne,Australia","-37.92969222222222,145.12912416666666","00:28","24.6","3.3","56.0","3.3","16.7"
"20/11/2022","09:37","20/11/2022","11:31","Pebble Ave 19,3975 Melbourne,Australia","-38.07716638888889,145.2554188888889","Pebble Ave 19,3975 Melbourne,Australia","-38.0771725,145.2553386111111","01:54","140.4","5.6","79.0","5.6","40.2"
"19/11/2022","14:30","19/11/2022","14:54","Overland Dr 63,3805 Melbourne,Australia","-38.02090027777778,145.30521166666668","Thompsons Rd 1000,3977 Melbourne,Australia","-38.07818861111111,145.25007","00:24","13.2","3.0","36.0","3.0","10.4"
"19/11/2022","12:53","19/11/2022","13:11","Pebble Ave 21,3975 Melbourne,Australia","-38.07720694444444,145.2554111111111","Overland Dr 63,3805 Melbourne,Australia","-38.020870555555554,145.30514083333333","00:18","11.0","3.6","39.0","3.6","7.5"
"17/11/2022","15:31","17/11/2022","15:54","Riverend Rd 65,3175 Melbourne,Australia","-38.05025111111111,145.14862472222222","Pebble Ave 21,3975 Melbourne,Australia","-38.077198333333335,145.25537472222223","00:23","13.8","3.6","39.0","3.6","9.6"
"17/11/2022","14:43","17/11/2022","15:13","Pebble Ave 19,3975 Melbourne,Australia","-38.0771825,145.2554372222222","Riverend Rd 65,3175 Melbourne,Australia","-38.050245277777776,145.14861916666666","00:30","14.4","5.0","31.0","5.0","7.7"
"17/11/2022","08:20","17/11/2022","08:37","Riverend Rd 65,3175 Melbourne,Australia","-38.050289166666666,145.1490925","Pebble Ave 21,3975 Melbourne,Australia","-38.07720388888889,145.25540972222223","00:17","13.6","5.0","50.0","5.0","9.1"
"17/11/2022","07:53","17/11/2022","08:17","Pebble Ave 19,3975 Melbourne,Australia","-38.077084444444445,145.2554538888889","Riverend Rd 65,3175 Melbourne,Australia","-38.05027138888889,145.14909805555556","00:24","18.2","2.3","49.0","2.3","15.0"
"15/11/2022","19:08","15/11/2022","19:22","Myhaven Cirt 42,3201 Melbourne,Australia","-38.08886527777778,145.18338916666667","Pebble Ave 21,3975 Melbourne,Australia","-38.077195277777776,145.25535083333332","00:14","8.4","5.3","38.0","5.3","5.2"
"15/11/2022","17:43","15/11/2022","18:05","Pebble Ave 21,3975 Melbourne,Australia","-38.07720583333333,145.25537416666666","Herbert Rd 50,3201 Melbourne,Australia","-38.088865,145.18414777777778","00:22","9.6","1.6","28.0","1.6","7.8"
"14/11/2022","15:31","14/11/2022","15:50","Riverend Rd 65,3175 Melbourne,Australia","-38.05023027777778,145.1484513888889","Pebble Ave 19,3975 Melbourne,Australia","-38.077173333333334,145.25538305555557","00:19","13.8","4.4","47.0","4.4","9.0"
"14/11/2022","14:41","14/11/2022","14:59","Pebble Ave 19,3975 Melbourne,Australia","-38.077173611111114,145.25542166666668","Riverend Rd 65,3175 Melbourne,Australia","-38.050243333333334,145.14844638888889","00:18","14.3","3.7","52.0","3.7","7.8"
"14/11/2022","08:26","14/11/2022","08:42","Riverend Rd 65,3175 Melbourne,Australia","-38.05029805555556,145.14884555555557","Pebble Ave 21,3975 Melbourne,Australia","-38.07719861111111,145.25538277777778","00:16","13.8","3.6","55.0","3.6","8.9"
"14/11/2022","07:49","14/11/2022","08:12","Pebble Ave 19,3975 Melbourne,Australia","-38.07714555555555,145.25546166666666","Riverend Rd 65,3175 Melbourne,Australia","-38.0502625,145.14884777777777","00:23","16.4","2.5","45.0","2.5","12.2"
"13/11/2022","16:42","13/11/2022","16:52","Sladen St 153,3977 Melbourne,Australia","-38.11239055555556,145.28203472222222","Pebble Ave 21,3975 Melbourne,Australia","-38.077197222222225,145.2553561111111","00:10","6.2","2.1","41.0","2.1","4.8"
"13/11/2022","16:23","13/11/2022","16:42","Whisper St 27,3975 Melbourne,Australia","-38.07722861111111,145.25515638888888","Sladen St 155,3977 Melbourne,Australia","-38.11239305555556,145.2820513888889","00:19","7.4","3.4","27.0","3.4","5.5"
"12/11/2022","16:44","12/11/2022","16:56","Clifton Grv 97,3201 Melbourne,Australia","-38.085791111111114,145.1781452777778","Pebble Ave 19,3975 Melbourne,Australia","-38.077194444444444,145.255365","00:12","8.1","4.2","43.0","4.2","4.8"
"12/11/2022","16:28","12/11/2022","16:39","Pebble Ave 19,3975 Melbourne,Australia","-38.07711944444444,145.25530722222223","Clifton Grv 97,3201 Melbourne,Australia","-38.08573027777778,145.1781863888889","00:11","7.9","2.7","48.0","2.7","5.6"
"12/11/2022","11:50","12/11/2022","12:02","Charisma Cirt 30S,3977 Melbourne,Australia","-38.13018,145.22843194444445","Pebble Ave 21,3975 Melbourne,Australia","-38.07721138888889,145.25536027777778","00:12","7.6","3.3","39.0","3.3","5.3"
"12/11/2022","11:08","12/11/2022","11:21","Pebble Ave 21,3975 Melbourne,Australia","-38.077196666666666,145.25546277777778","Charisma Cirt 30S,3977 Melbourne,Australia","-38.13019444444444,145.22846583333333","00:13","8.4","3.7","43.0","3.7","5.8"
"11/11/2022","19:07","11/11/2022","19:47","Pebble Ave 20,3975 Melbourne,Australia","-38.077151388888886,145.25564222222224","Pebble Ave 21,3975 Melbourne,Australia","-38.077195277777776,145.25535638888888","00:40","33.8","3.1","55.0","3.1","25.1"
"11/11/2022","07:51","11/11/2022","08:14","Pebble Ave 19,3975 Melbourne,Australia","-38.077150833333334,145.25536027777778","Riverend Rd 65,3175 Melbourne,Australia","-38.0502825,145.14884333333333","00:23","16.4","1.5","45.0","1.5","14.6"
"09/11/2022","20:11","09/11/2022","20:30","Pebble Ave 21,3975 Melbourne,Australia","-38.077265,145.25524777777778","Brookwater Pde 19,3975 Melbourne,Australia","-38.07774861111111,145.24923583333333","00:19","13.0","2.3","43.0","2.3","10.4"
"07/11/2022","17:21","07/11/2022","17:29","Endeavour Dr 64I,3977 Melbourne,Australia","-38.07814388888889,145.2624025","Pebble Ave 21,3975 Melbourne,Australia","-38.077193333333334,145.2553388888889","00:08","1.9","5.2","17.0","5.2","1.2"
"07/11/2022","05:50","07/11/2022","05:54","Pebble Ave 21,3975 Melbourne,Australia","-38.07720388888889,145.25535833333333","Endeavour Dr 64I,3977 Melbourne,Australia","-38.078071666666666,145.26245416666666","00:04","1.2","8.5","21.0","8.5","0.6"
"06/11/2022","16:41","06/11/2022","17:23","Pebble Ave 21,3975 Melbourne,Australia","-38.077198333333335,145.25545527777777","Pebble Ave 21,3975 Melbourne,Australia","-38.077200833333336,145.2553597222222","00:42","16.3","3.5","26.0","3.5","12.5"
"05/11/2022","10:23","05/11/2022","10:46","Frankston-Flinders Rd 231,3199 Melbourne,Australia","-38.17499194444444,145.13959583333335","Pebble Ave 21,3975 Melbourne,Australia","-38.077216388888885,145.25539416666666","00:23","21.3","3.6","59.0","3.6","14.6"
"05/11/2022","09:34","05/11/2022","09:57","Pebble Ave 19,3975 Melbourne,Australia","-38.07716388888889,145.25545277777778","Frankston-Flinders Rd 231,3199 Melbourne,Australia","-38.17500944444444,145.1395861111111","00:23","20.9","2.8","56.0","2.8","16.1"
"04/11/2022","15:30","04/11/2022","15:52","Riverend Rd 65,3175 Melbourne,Australia","-38.05022972222222,145.14875194444446","Pebble Ave 21,3975 Melbourne,Australia","-38.0771975,145.25535944444445","00:22","13.7","2.1","36.0","2.1","11.8"
"04/11/2022","14:41","04/11/2022","15:05","Pebble Ave 19,3975 Melbourne,Australia","-38.07718833333333,145.2554213888889","Riverend Rd 65,3175 Melbourne,Australia","-38.050243055555555,145.14873194444445","00:24","14.4","2.4","41.0","2.4","11.0"
"04/11/2022","08:26","04/11/2022","08:43","Riverend Rd 65,3175 Melbourne,Australia","-38.05026111111111,145.14883944444443","Pebble Ave 21,3975 Melbourne,Australia","-38.07734138888889,145.25526472222222","00:17","13.7","5.1","52.0","5.1","7.8"
"04/11/2022","07:49","04/11/2022","08:19","Pebble Ave 21,3975 Melbourne,Australia","-38.07722944444444,145.2554497222222","Riverend Rd 65,3175 Melbourne,Australia","-38.0502575,145.1488422222222","00:30","14.4","4.1","32.0","4.1","7.5"
"03/11/2022","15:30","03/11/2022","16:11","Riverend Rd 65,3175 Melbourne,Australia","-38.05025111111111,145.1484638888889","Pebble Ave 21,3975 Melbourne,Australia","-38.077196111111114,145.2553922222222","00:41","16.3","3.6","27.0","3.6","11.6"
"03/11/2022","14:44","03/11/2022","15:15","Pebble Ave 19,3975 Melbourne,Australia","-38.07718416666667,145.25541083333334","Riverend Rd 65,3175 Melbourne,Australia","-38.050244722222224,145.14844","00:31","14.3","4.3","31.0","4.3","9.4"
"03/11/2022","08:27","03/11/2022","08:44","Riverend Rd 65,3175 Melbourne,Australia","-38.05029638888889,145.14900916666667","Pebble Ave 21,3975 Melbourne,Australia","-38.07720722222222,145.25538972222222","00:17","13.6","4.6","51.0","4.6","7.9"
"03/11/2022","07:44","03/11/2022","08:14","Pebble Ave 20,3975 Melbourne,Australia","-38.07716861111111,145.2557363888889","Riverend Rd 65,3175 Melbourne,Australia","-38.050286666666665,145.14901972222222","00:30","21.0","2.8","44.0","2.8","16.4"
"02/11/2022","17:10","02/11/2022","17:16","Thompsons Rd 1125A,3975 Melbourne,Australia","-38.078470833333334,145.26236416666666","Brookwater Pde 19,3975 Melbourne,Australia","-38.07777388888889,145.2494252777778","00:06","1.8","7.7","20.0","7.7","0.9"
"02/11/2022","05:53","02/11/2022","05:56","Pebble Ave 21,3975 Melbourne,Australia","-38.077200833333336,145.25537888888888","Thompsons Rd 1125A,3975 Melbourne,Australia","-38.078475555555556,145.262375","00:03","1.2","0.0","22.0","0.0","1.2"
"01/11/2022","12:01","01/11/2022","13:01","Lacey Vw 35,3929 Flinders,Australia","-38.482196944444446,145.02526777777777","Pebble Ave 21,3975 Melbourne,Australia","-38.07720805555556,145.25537111111112","01:00","61.3","9.3","66.0","9.3","10.0"
"01/11/2022","11:45","01/11/2022","11:49","Cook St 33,3929 Flinders,Australia","-38.47447888888889,145.01850305555556","Lacey Vw 35,3929 Flinders,Australia","-38.48241138888889,145.02519805555556","00:04","1.4","15.0","19.0","15.0","0.6"
"01/11/2022","11:04","01/11/2022","11:08","Cook St 33,3929 Flinders,Australia","-38.47448277777778,145.01850916666666","The Esplanade 751,3929 Flinders,Australia","-38.47629305555556,145.0248375","00:04","1.0","4.4","19.0","4.4","0.6"
"01/11/2022","10:09","01/11/2022","11:03","Pebble Ave 19,3975 Melbourne,Australia","-38.077194166666665,145.2554125","Cook St 33,3929 Flinders,Australia","-38.474493611111114,145.01852083333333","00:54","66.2","4.8","77.0","4.8","36.6"
"29/10/2022","12:55","29/10/2022","14:05","Gorman Dr 12,3082 Melbourne,Australia","-37.65244277777778,145.0772822222222","Pebble Ave 21,3975 Melbourne,Australia","-38.077215277777775,145.2553763888889","01:10","63.9","8.7","58.0","8.7","11.6"
"29/10/2022","09:56","29/10/2022","11:05","Pebble Ave 21,3975 Melbourne,Australia","-38.07720694444444,145.25547777777777","Gorman Dr 12,3082 Melbourne,Australia","-37.65245888888889,145.07723333333334","01:09","63.8","5.1","59.0","5.1","34.8"
"28/10/2022","08:56","28/10/2022","09:12","Riverend Rd 65,3175 Melbourne,Australia","-38.05025055555556,145.14876972222223","Pebble Ave 19,3975 Melbourne,Australia","-38.077192777777775,145.25539972222222","00:16","13.8","5.4","54.0","5.4","6.8"
"28/10/2022","08:06","28/10/2022","08:28","Pebble Ave 19,3975 Melbourne,Australia","-38.07718194444445,145.25534027777778","Riverend Rd 65,3175 Melbourne,Australia","-38.050255,145.14876305555555","00:22","16.4","3.8","47.0","3.8","9.6"
"27/10/2022","17:56","27/10/2022","18:15","Station St 353,3196 Melbourne,Australia","-38.05475111111111,145.11757805555555","Pebble Ave 19,3975 Melbourne,Australia","-38.077194722222224,145.2553838888889","00:19","14.6","4.5","50.0","4.5","9.7"
"27/10/2022","07:15","27/10/2022","07:24","Riverend Rd 65,3175 Melbourne,Australia","-38.05031777777778,145.14907583333334","Station St 353,3196 Melbourne,Australia","-38.054743888888886,145.11765","00:09","4.4","0.0","33.0","0.0","4.4"
"27/10/2022","06:47","27/10/2022","07:11","Pebble Ave 21,3975 Melbourne,Australia","-38.07723,145.25527888888888","Riverend Rd 65,3175 Melbourne,Australia","-38.05028611111111,145.14907694444443","00:24","16.5","0.7","43.0","0.7","15.1"
"26/10/2022","17:20","26/10/2022","17:41","Riverend Rd 65,3175 Melbourne,Australia","-38.05026055555555,145.14885833333332","Pebble Ave 19,3975 Melbourne,Australia","-38.077191666666664,145.25537","00:21","13.7","3.1","44.0","3.1","9.9"
"26/10/2022","17:06","26/10/2022","17:14","Station St 353,3196 Melbourne,Australia","-38.0547425,145.11762472222222","Riverend Rd 65,3175 Melbourne,Australia","-38.05023888888889,145.1488611111111","00:08","4.6","5.6","35.0","5.6","2.3"
"26/10/2022","07:18","26/10/2022","07:26","Riverend Rd 65,3175 Melbourne,Australia","-38.050333333333334,145.14907666666667","Station St 353,3196 Melbourne,Australia","-38.054720833333334,145.1176313888889","00:08","4.4","0.0","35.0","0.0","4.4"
"26/10/2022","06:52","26/10/2022","07:15","Pebble Ave 22,3975 Melbourne,Australia","-38.07729055555556,145.25561833333333","Riverend Rd 65,3175 Melbourne,Australia","-38.05027527777778,145.1490677777778","00:23","16.5","3.4","42.0","3.4","10.1"
"24/10/2022","17:09","24/10/2022","17:14","Thompsons Rd 1125A,3975 Melbourne,Australia","-38.078517222222224,145.2623775","Pebble Ave 19,3975 Melbourne,Australia","-38.07718944444444,145.25538305555557","00:05","1.2","9.7","19.0","9.7","0.6"
"24/10/2022","05:56","24/10/2022","05:59","Pebble Ave 21,3975 Melbourne,Australia","-38.077218333333334,145.25546888888888","Thompsons Rd 1125A,3975 Melbourne,Australia","-38.07850111111111,145.2623722222222","00:03","1.1","0.0","24.0","0.0","1.1"
"23/10/2022","19:31","23/10/2022","19:34","Thompsons Rd 1000,3977 Melbourne,Australia","-38.07819138888889,145.24995555555554","Pebble Ave 21,3975 Melbourne,Australia","-38.07721138888889,145.25535944444445","00:03","1.1","8.3","23.0","8.3","0.5"
"23/10/2022","17:54","23/10/2022","18:00","Thompsons Rd 1250,3977 Melbourne,Australia","-38.083958333333335,145.27818638888888","Pebble Ave 21,3975 Melbourne,Australia","-38.07718888888889,145.25536083333333","00:06","2.9","3.8","30.0","3.8","1.6"
"23/10/2022","17:29","23/10/2022","17:33","Whisper St 27,3975 Melbourne,Australia","-38.077290833333336,145.25512416666666","Thompsons Rd 1250,3977 Melbourne,Australia","-38.083981666666666,145.2781913888889","00:04","2.9","7.1","39.0","7.1","1.7"
"22/10/2022","20:11","22/10/2022","20:49","Pebble Ave 19,3975 Melbourne,Australia","-38.07716111111111,145.25539944444444","Pebble Ave 21,3975 Melbourne,Australia","-38.07719888888889,145.25536694444443","00:38","29.9","2.2","51.0","2.2","22.7"
"22/10/2022","15:06","22/10/2022","15:26","Chifley Dr 10,3194 Melbourne,Australia","-37.977782777777776,145.10823305555556","Pebble Ave 21,3975 Melbourne,Australia","-38.0772175,145.2553675","00:20","21.8","3.2","70.0","3.2","13.7"
"22/10/2022","13:31","22/10/2022","14:00","Pebble Ave 21,3975 Melbourne,Australia","-38.077243333333335,145.25548416666666","Chifley Dr 10,3194 Melbourne,Australia","-37.977220555555554,145.10847527777779","00:29","22.5","3.3","50.0","3.3","15.6"
"21/10/2022","17:16","21/10/2022","17:23","Lesdon Ave 2,3977 Melbourne,Australia","-38.08754416666667,145.27966527777778","Pebble Ave 19,3975 Melbourne,Australia","-38.07718166666667,145.25532055555556","00:07","3.2","6.2","31.0","6.2","1.6"
"21/10/2022","16:51","21/10/2022","16:59","Pebble Ave 19,3975 Melbourne,Australia","-38.07705444444444,145.2555277777778","Lesdon Ave 2,3977 Melbourne,Australia","-38.08752194444445,145.279675","00:08","3.2","6.4","27.0","6.4","2.0"
"21/10/2022","08:13","21/10/2022","08:30","Riverend Rd 65,3175 Melbourne,Australia","-38.05027555555556,145.14911777777778","Pebble Ave 21,3975 Melbourne,Australia","-38.07721027777778,145.25539138888888","00:17","13.7","4.2","50.0","4.2","9.0"
"21/10/2022","07:46","21/10/2022","08:09","Pebble Ave 20,3975 Melbourne,Australia","-38.07720305555556,145.25553583333334","Riverend Rd 65,3175 Melbourne,Australia","-38.05027638888889,145.14911833333332","00:23","16.5","1.7","45.0","1.7","13.1"
"20/10/2022","20:17","20/10/2022","20:33","Pebble Ave 19,3975 Melbourne,Australia","-38.07718083333334,145.25536583333334","Pebble Ave 21,3975 Melbourne,Australia","-38.077196111111114,145.2553663888889","00:16","13.1","6.0","51.0","6.0","7.1"
"20/10/2022","15:31","20/10/2022","15:54","Riverend Rd 65,3175 Melbourne,Australia","-38.05029888888889,145.1484597222222","Pebble Ave 21,3975 Melbourne,Australia","-38.077218611111114,145.2553861111111","00:23","13.8","3.6","40.0","3.6","9.7"
"20/10/2022","14:47","20/10/2022","15:06","Pebble Ave 21,3975 Melbourne,Australia","-38.07721611111111,145.25528888888888","Riverend Rd 65,3175 Melbourne,Australia","-38.05022638888889,145.14843222222223","00:19","14.3","2.8","48.0","2.8","9.6"
"20/10/2022","08:17","20/10/2022","08:35","Riverend Rd 65,3175 Melbourne,Australia","-38.05027916666667,145.1490961111111","Pebble Ave 21,3975 Melbourne,Australia","-38.07720888888889,145.25539027777776","00:18","13.6","4.6","49.0","4.6","7.5"
"20/10/2022","07:48","20/10/2022","08:10","Pebble Ave 19,3975 Melbourne,Australia","-38.07707777777778,145.2554513888889","Riverend Rd 65,3175 Melbourne,Australia","-38.05028166666666,145.14909722222222","00:22","16.5","3.7","46.0","3.6","11.4"
"19/10/2022","08:20","19/10/2022","08:37","Riverend Rd 65,3175 Melbourne,Australia","-38.050266666666666,145.14886583333333","Pebble Ave 21,3975 Melbourne,Australia","-38.07720666666667,145.2553822222222","00:17","13.7","3.7","54.0","3.7","9.4"
"19/10/2022","07:55","19/10/2022","08:18","Pebble Ave 19,3975 Melbourne,Australia","-38.07716861111111,145.25535888888888","Riverend Rd 65,3175 Melbourne,Australia","-38.050268333333335,145.14886388888888","00:23","16.5","1.7","44.0","1.7","13.6"
"18/10/2022","19:01","18/10/2022","19:05","Brookwater Pde 19,3975 Melbourne,Australia","-38.07766138888889,145.24915638888888","Pebble Ave 21,3975 Melbourne,Australia","-38.0772075,145.25534194444444","00:04","1.0","0.0","17.0","0.0","1.0"
"17/10/2022","11:18","17/10/2022","11:31","Nepean Hwy 657A,3197 Melbourne,Australia","-38.077464166666665,145.12280916666666","Pebble Ave 21,3975 Melbourne,Australia","-38.07720638888889,145.25535666666667","00:13","12.4","3.8","59.0","3.8","8.4"
"17/10/2022","06:12","17/10/2022","06:32","Endeavour Dr 64I,3977 Melbourne,Australia","-38.07807777777778,145.26244444444444","Nepean Hwy 657A,3197 Melbourne,Australia","-38.07743888888889,145.12288583333333","00:20","14.8","2.5","47.0","2.5","11.4"
"17/10/2022","06:04","17/10/2022","06:06","Pebble Ave 19,3975 Melbourne,Australia","-38.07718361111111,145.25538333333333","Endeavour Dr 64I,3977 Melbourne,Australia","-38.0780375,145.262425","00:02","1.2","0.0","27.0","0.0","1.2"
"16/10/2022","19:21","16/10/2022","19:47","Pebble Ave 19,3975 Melbourne,Australia","-38.07717805555556,145.25542055555556","Pebble Ave 19,3975 Melbourne,Australia","-38.077194166666665,145.25540722222223","00:26","23.9","6.3","58.0","6.3","11.9"
"15/10/2022","18:26","15/10/2022","18:34","Pebble Ave 19,3975 Melbourne,Australia","-38.07710055555555,145.2553775","Pebble Ave 21,3975 Melbourne,Australia","-38.077196944444445,145.25538472222223","00:08","2.7","0.0","22.0","0.0","2.6"
"14/10/2022","19:09","14/10/2022","19:15","Marriott Blvd 27,3975 Melbourne,Australia","-38.077088333333336,145.2510663888889","Pebble Ave 21,3975 Melbourne,Australia","-38.07720638888889,145.2553372222222","00:06","2.8","0.0","29.0","0.0","2.8"
"14/10/2022","08:31","14/10/2022","08:53","Riverend Rd 65,3175 Melbourne,Australia","-38.0502825,145.14860916666666","Pebble Ave 21,3975 Melbourne,Australia","-38.077193333333334,145.25545777777776","00:22","17.9","4.2","49.0","4.2","10.8"
"14/10/2022","07:45","14/10/2022","08:26","Pebble Ave 20,3975 Melbourne,Australia","-38.07717944444445,145.25572472222223","Riverend Rd 65,3175 Melbourne,Australia","-38.0502675,145.14860777777778","00:41","21.0","1.6","33.0","1.6","18.3"
"13/10/2022","15:26","13/10/2022","15:48","Riverend Rd 65,3175 Melbourne,Australia","-38.050266666666666,145.14846555555556","Pebble Ave 21,3975 Melbourne,Australia","-38.077214166666664,145.25538472222223","00:22","13.8","3.1","42.0","3.1","11.0"
